jmap -histo:live 17142

 num     #instances         #bytes  class name
2158:             1             24  sun.nio.cs.ext.EUC_TW
2159:             1             24  sun.nio.cs.ext.GB18030
2160:             1             24  sun.nio.cs.ext.GBK
2161:             1             24  sun.nio.cs.ext.IBM037
2162:             1             24  sun.nio.cs.ext.IBM1006
2163:             1             24  sun.nio.cs.ext.IBM1025
2164:             1             24  sun.nio.cs.ext.IBM1026
2165:             1             24  sun.nio.cs.ext.IBM1046
2166:             1             24  sun.nio.cs.ext.IBM1047
2167:             1             24  sun.nio.cs.ext.IBM1097
2168:             1             24  sun.nio.cs.ext.IBM1098
2169:             1             24  sun.nio.cs.ext.IBM1112
2170:             1             24  sun.nio.cs.ext.IBM1122
2171:             1             24  sun.nio.cs.ext.IBM1123
2172:             1             24  sun.nio.cs.ext.IBM1124
2173:             1             24  sun.nio.cs.ext.IBM1140
2174:             1             24  sun.nio.cs.ext.IBM1141
2175:             1             24  sun.nio.cs.ext.IBM1142
2176:             1             24  sun.nio.cs.ext.IBM1143
2177:             1             24  sun.nio.cs.ext.IBM1144
2178:             1             24  sun.nio.cs.ext.IBM1145
2179:             1             24  sun.nio.cs.ext.IBM1146
2180:             1             24  sun.nio.cs.ext.IBM1147
2181:             1             24  sun.nio.cs.ext.IBM1148
2182:             1             24  sun.nio.cs.ext.IBM1149
2183:             1             24  sun.nio.cs.ext.IBM1166
2184:             1             24  sun.nio.cs.ext.IBM1364
2185:             1             24  sun.nio.cs.ext.IBM1381
2186:             1             24  sun.nio.cs.ext.IBM1383
2187:             1             24  sun.nio.cs.ext.IBM273
2188:             1             24  sun.nio.cs.ext.IBM277
2189:             1             24  sun.nio.cs.ext.IBM278
2190:             1             24  sun.nio.cs.ext.IBM280
2191:             1             24  sun.nio.cs.ext.IBM284
2192:             1             24  sun.nio.cs.ext.IBM285
2193:             1             24  sun.nio.cs.ext.IBM290
2194:             1             24  sun.nio.cs.ext.IBM297
2195:             1             24  sun.nio.cs.ext.IBM300
2196:             1             24  sun.nio.cs.ext.IBM33722
2197:             1             24  sun.nio.cs.ext.IBM420
2198:             1             24  sun.nio.cs.ext.IBM424
2199:             1             24  sun.nio.cs.ext.IBM500
2200:             1             24  sun.nio.cs.ext.IBM833
2201:             1             24  sun.nio.cs.ext.IBM834
2202:             1             24  sun.nio.cs.ext.IBM838
2203:             1             24  sun.nio.cs.ext.IBM856
2204:             1             24  sun.nio.cs.ext.IBM860
2205:             1             24  sun.nio.cs.ext.IBM861
2206:             1             24  sun.nio.cs.ext.IBM863
2207:             1             24  sun.nio.cs.ext.IBM864
2208:             1             24  sun.nio.cs.ext.IBM865
2209:             1             24  sun.nio.cs.ext.IBM868
2210:             1             24  sun.nio.cs.ext.IBM869
2211:             1             24  sun.nio.cs.ext.IBM870
2212:             1             24  sun.nio.cs.ext.IBM871
2213:             1             24  sun.nio.cs.ext.IBM875
2214:             1             24  sun.nio.cs.ext.IBM918
2215:             1             24  sun.nio.cs.ext.IBM921
2216:             1             24  sun.nio.cs.ext.IBM922
2217:             1             24  sun.nio.cs.ext.IBM930
2218:             1             24  sun.nio.cs.ext.IBM933
2219:             1             24  sun.nio.cs.ext.IBM935
2220:             1             24  sun.nio.cs.ext.IBM937
2221:             1             24  sun.nio.cs.ext.IBM939
2222:             1             24  sun.nio.cs.ext.IBM942
2223:             1             24  sun.nio.cs.ext.IBM942C
2224:             1             24  sun.nio.cs.ext.IBM943
2225:             1             24  sun.nio.cs.ext.IBM943C
2226:             1             24  sun.nio.cs.ext.IBM948
2227:             1             24  sun.nio.cs.ext.IBM949
2228:             1             24  sun.nio.cs.ext.IBM949C
2229:             1             24  sun.nio.cs.ext.IBM950
2230:             1             24  sun.nio.cs.ext.IBM964
2231:             1             24  sun.nio.cs.ext.IBM970
2232:             1             24  sun.nio.cs.ext.ISCII91
2233:             1             24  sun.nio.cs.ext.ISO2022_CN
2234:             1             24  sun.nio.cs.ext.ISO2022_CN_CNS
2235:             1             24  sun.nio.cs.ext.ISO2022_CN_GB
2236:             1             24  sun.nio.cs.ext.ISO2022_JP
2237:             1             24  sun.nio.cs.ext.ISO2022_JP_2
2238:             1             24  sun.nio.cs.ext.ISO2022_KR
2239:             1             24  sun.nio.cs.ext.ISO_8859_11
2240:             1             24  sun.nio.cs.ext.ISO_8859_3
2241:             1             24  sun.nio.cs.ext.ISO_8859_6
2242:             1             24  sun.nio.cs.ext.ISO_8859_8
2243:             1             24  sun.nio.cs.ext.JISAutoDetect
2244:             1             24  sun.nio.cs.ext.JIS_X_0201
2245:             1             24  sun.nio.cs.ext.JIS_X_0208
2246:             1             24  sun.nio.cs.ext.JIS_X_0212
2247:             1             24  sun.nio.cs.ext.Johab
2248:             1             24  sun.nio.cs.ext.MS1255
2249:             1             24  sun.nio.cs.ext.MS1256
2250:             1             24  sun.nio.cs.ext.MS1258
2251:             1             24  sun.nio.cs.ext.MS50220
2252:             1             24  sun.nio.cs.ext.MS50221
2253:             1             24  sun.nio.cs.ext.MS874
2254:             1             24  sun.nio.cs.ext.MS932
2255:             1             24  sun.nio.cs.ext.MS932_0213
2256:             1             24  sun.nio.cs.ext.MS936
2257:             1             24  sun.nio.cs.ext.MS949
2258:             1             24  sun.nio.cs.ext.MS950
2259:             1             24  sun.nio.cs.ext.MS950_HKSCS
2260:             1             24  sun.nio.cs.ext.MS950_HKSCS_XP
2261:             1             24  sun.nio.cs.ext.MSISO2022JP
2262:             1             24  sun.nio.cs.ext.MacArabic
2263:             1             24  sun.nio.cs.ext.MacCentralEurope
2264:             1             24  sun.nio.cs.ext.MacCroatian
2265:             1             24  sun.nio.cs.ext.MacCyrillic
2266:             1             24  sun.nio.cs.ext.MacDingbat
2267:             1             24  sun.nio.cs.ext.MacGreek
2268:             1             24  sun.nio.cs.ext.MacHebrew
2269:             1             24  sun.nio.cs.ext.MacIceland
2270:             1             24  sun.nio.cs.ext.MacRoman
2271:             1             24  sun.nio.cs.ext.MacRomania
2272:             1             24  sun.nio.cs.ext.MacSymbol
2273:             1             24  sun.nio.cs.ext.MacThai
2274:             1             24  sun.nio.cs.ext.MacTurkish
2275:             1             24  sun.nio.cs.ext.MacUkraine
2276:             1             24  sun.nio.cs.ext.PCK
2277:             1             24  sun.nio.cs.ext.SJIS
2278:             1             24  sun.nio.cs.ext.SJIS_0213
2279:             1             24  sun.nio.cs.ext.TIS_620
2280:             1             24  sun.reflect.generics.scope.ConstructorScope
2281:             1             24  sun.security.provider.NativeSeedGenerator
2282:             1             24  sun.security.util.DisabledAlgorithmConstraints
2283:             1             24  sun.util.locale.BaseLocale$Cache
2284:             1             24  sun.util.locale.provider.CalendarDataProviderImpl
2285:             1             24  sun.util.locale.provider.CalendarProviderImpl
2286:             1             24  sun.util.locale.provider.CurrencyNameProviderImpl
2287:             1             24  sun.util.locale.provider.DateFormatProviderImpl
2288:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl
2289:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl
2290:             1             24  sun.util.locale.provider.NumberFormatProviderImpl
2291:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl
2292:             1             16  [Lcom.sun.org.apache.xerces.internal.impl.xs.SubstitutionGroupHandler$OneSubGroup;
2293:             1             16  [Lcom.sun.org.apache.xerces.internal.xs.XSObject;
2294:             1             16  [Lcom.sun.xml.bind.v2.runtime.property.AttributeProperty;
2295:             1             16  [Ljava.beans.EventSetDescriptor;
2296:             1             16  [Ljava.lang.Enum;
2297:             1             16  [Ljava.lang.Throwable;
2298:             1             16  [Ljava.nio.file.attribute.FileAttribute;
2299:             1             16  [Ljava.security.Provider;
2300:             1             16  [Ljava.security.cert.Certificate;
2301:             1             16  [Ljava.text.FieldPosition;
2302:             1             16  [Ljava.util.jar.JarFile;
2303:             1             16  [Ljava.util.logging.Handler;
2304:             1             16  [Ljavax.management.ObjectName;
2305:             1             16  [Ljavax.servlet.annotation.WebInitParam;
2306:             1             16  [Lorg.apache.catalina.core.DefaultInstanceManager$AnnotationCacheEntry;
2307:             1             16  [Lorg.apache.catalina.deploy.ApplicationParameter;
2308:             1             16  [Lorg.apache.catalina.deploy.SecurityConstraint;
2309:             1             16  [Lorg.aspectj.apache.bcel.classfile.CodeException;
2310:             1             16  [Lorg.aspectj.apache.bcel.classfile.annotation.AnnotationGen;
2311:             1             16  [Lorg.aspectj.apache.bcel.classfile.annotation.ElementValue;
2312:             1             16  [Lorg.aspectj.bridge.IMessage;
2313:             1             16  [Lorg.aspectj.weaver.Member;
2314:             1             16  [Lorg.aspectj.weaver.ReferenceType;
2315:             1             16  [Lorg.aspectj.weaver.TypeVariable;
2316:             1             16  [Lorg.aspectj.weaver.ast.Expr;
2317:             1             16  [Lorg.aspectj.weaver.ast.Var;
2318:             1             16  [Lorg.aspectj.weaver.patterns.AnnotationTypePattern;
2319:             1             16  [Lorg.aspectj.weaver.patterns.BindingPattern;
2320:             1             16  [Lorg.aspectj.weaver.tools.PointcutParameter;
2321:             1             16  [Lorg.eclipse.jdt.internal.compiler.ast.LocalDeclaration;
2322:             1             16  [Lorg.eclipse.jdt.internal.compiler.ast.MemberValuePair;
2323:             1             16  [Lorg.eclipse.jdt.internal.compiler.ast.TypeReference;
2324:             1             16  [Lorg.eclipse.jdt.internal.compiler.classfmt.ElementValuePairInfo;
2325:             1             16  [Lorg.eclipse.jdt.internal.compiler.env.IBinaryAnnotation;
2326:             1             16  [Lorg.eclipse.jdt.internal.compiler.env.IBinaryMethod;
2327:             1             16  [Lorg.eclipse.jdt.internal.compiler.env.IBinaryTypeAnnotation;
2328:             1             16  [Lorg.eclipse.jdt.internal.compiler.lookup.AnnotationBinding;
2329:             1             16  [Lorg.eclipse.jdt.internal.compiler.lookup.ElementValuePair;
2330:             1             16  [Lorg.eclipse.jdt.internal.compiler.lookup.InferenceVariable;
2331:             1             16  [Lorg.eclipse.jdt.internal.compiler.lookup.TypeBound;
2332:             1             16  [Lorg.eclipse.jdt.internal.compiler.lookup.TypeVariableBinding;
2333:             1             16  [Lorg.hibernate.annotations.Parameter;
2334:             1             16  [Lorg.hsqldb.Constraint;
2335:             1             16  [Lorg.springframework.web.context.request.async.CallableProcessingInterceptor;
2336:             1             16  [Lorg.springframework.web.context.request.async.DeferredResultProcessingInterceptor;
2337:             1             16  [[Lorg.aspectj.apache.bcel.classfile.annotation.AnnotationGen;
2338:             1             16  [[Lorg.aspectj.weaver.AnnotationAJ;
2339:             1             16  ch.qos.logback.classic.pattern.ClassNameOnlyAbbreviator
2340:             1             16  ch.qos.logback.classic.pattern.EnsureExceptionHandling
2341:             1             16  ch.qos.logback.classic.selector.DefaultContextSelector
2342:             1             16  ch.qos.logback.core.joran.spi.ConsoleTarget$1
2343:             1             16  ch.qos.logback.core.joran.spi.ConsoleTarget$2
2344:             1             16  ch.qos.logback.core.joran.spi.DefaultNestedComponentRegistry
2345:             1             16  ch.qos.logback.core.joran.util.ConfigurationWatchListUtil
2346:             1             16  ch.qos.logback.core.spi.AppenderAttachableImpl
2347:             1             16  ch.qos.logback.core.spi.FilterAttachableImpl
2348:             1             16  com.github.dandelion.datatables.core.generator.MainGenerator
2349:             1             16  com.github.dandelion.datatables.core.web.filter.DatatablesFilter
2350:             1             16  com.github.dandelion.datatables.extras.servlet2.filter.DatatablesFilter
2351:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1
2352:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory
2353:             1             16  com.sun.jmx.mbeanserver.DescriptorCache
2354:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder
2355:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator
2356:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector
2357:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository
2358:             1             16  com.sun.jmx.mbeanserver.StandardMBeanIntrospector
2359:             1             16  com.sun.naming.internal.VersionHelper12
2360:             1             16  com.sun.org.apache.xalan.internal.utils.SecuritySupport
2361:             1             16  com.sun.org.apache.xerces.internal.dom.CharacterDataImpl$1
2362:             1             16  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$DTDDriver
2363:             1             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.IDDatatypeValidator
2364:             1             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.IDREFDatatypeValidator
2365:             1             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.NMTOKENDatatypeValidator
2366:             1             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.NOTATIONDatatypeValidator
2367:             1             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.StringDatatypeValidator
2368:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.AnyAtomicDV
2369:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.AnySimpleDV
2370:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.AnyURIDV
2371:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.Base64BinaryDV
2372:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.BooleanDV
2373:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.DateDV
2374:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.DateTimeDV
2375:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.DayDV
2376:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.DayTimeDurationDV
2377:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.DecimalDV
2378:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.DoubleDV
2379:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.DurationDV
2380:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.EntityDV
2381:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.FloatDV
2382:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.HexBinaryDV
2383:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.IDDV
2384:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.IDREFDV
2385:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.IntegerDV
2386:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.ListDV
2387:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.MonthDV
2388:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.MonthDayDV
2389:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.PrecisionDecimalDV
2390:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.StringDV
2391:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.TimeDV
2392:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.UnionDV
2393:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.XSSimpleTypeDecl$1
2394:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.XSSimpleTypeDecl$4
2395:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.YearDV
2396:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.YearMonthDV
2397:             1             16  com.sun.org.apache.xerces.internal.impl.dv.xs.YearMonthDurationDV
2398:             1             16  com.sun.org.apache.xerces.internal.impl.xs.XSConstraints$1
2399:             1             16  com.sun.org.apache.xerces.internal.impl.xs.models.XSEmptyCM
2400:             1             16  com.sun.org.apache.xerces.internal.impl.xs.util.XIntPool
2401:             1             16  com.sun.org.apache.xerces.internal.impl.xs.util.XSObjectListImpl$1
2402:             1             16  com.sun.org.apache.xerces.internal.utils.SecuritySupport
2403:             1             16  com.sun.proxy.$Proxy10
2404:             1             16  com.sun.proxy.$Proxy12
2405:             1             16  com.sun.proxy.$Proxy13
2406:             1             16  com.sun.proxy.$Proxy14
2407:             1             16  com.sun.proxy.$Proxy17
2408:             1             16  com.sun.proxy.$Proxy18
2409:             1             16  com.sun.proxy.$Proxy19
2410:             1             16  com.sun.proxy.$Proxy2
2411:             1             16  com.sun.proxy.$Proxy21
2412:             1             16  com.sun.proxy.$Proxy23
2413:             1             16  com.sun.proxy.$Proxy24
2414:             1             16  com.sun.proxy.$Proxy25
2415:             1             16  com.sun.proxy.$Proxy37
2416:             1             16  com.sun.proxy.$Proxy38
2417:             1             16  com.sun.proxy.$Proxy4
2418:             1             16  com.sun.proxy.$Proxy45
2419:             1             16  com.sun.proxy.$Proxy48
2420:             1             16  com.sun.proxy.$Proxy50
2421:             1             16  com.sun.proxy.$Proxy52
2422:             1             16  com.sun.proxy.$Proxy53
2423:             1             16  com.sun.proxy.$Proxy54
2424:             1             16  com.sun.proxy.$Proxy57
2425:             1             16  com.sun.proxy.$Proxy58
2426:             1             16  com.sun.proxy.$Proxy59
2427:             1             16  com.sun.proxy.$Proxy9
2428:             1             16  com.sun.xml.bind.AccessorFactoryImpl
2429:             1             16  com.sun.xml.bind.api.impl.NameConverter$1
2430:             1             16  com.sun.xml.bind.api.impl.NameConverter$2
2431:             1             16  com.sun.xml.bind.api.impl.NameConverter$Standard
2432:             1             16  com.sun.xml.bind.v2.ClassFactory$1
2433:             1             16  com.sun.xml.bind.v2.model.impl.ModelBuilder$1
2434:             1             16  com.sun.xml.bind.v2.model.impl.TypeInfoSetImpl$1
2435:             1             16  com.sun.xml.bind.v2.model.nav.ReflectionNavigator
2436:             1             16  com.sun.xml.bind.v2.model.nav.ReflectionNavigator$1
2437:             1             16  com.sun.xml.bind.v2.model.nav.ReflectionNavigator$2
2438:             1             16  com.sun.xml.bind.v2.model.nav.ReflectionNavigator$3
2439:             1             16  com.sun.xml.bind.v2.runtime.IllegalAnnotationsException$Builder
2440:             1             16  com.sun.xml.bind.v2.runtime.JAXBContextImpl$7
2441:             1             16  com.sun.xml.bind.v2.runtime.reflect.Accessor$1
2442:             1             16  com.sun.xml.bind.v2.runtime.reflect.Accessor$2
2443:             1             16  com.sun.xml.bind.v2.runtime.reflect.Lister$1
2444:             1             16  com.sun.xml.bind.v2.runtime.reflect.Lister$2
2445:             1             16  com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerBoolean
2446:             1             16  com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerByte
2447:             1             16  com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerCharacter
2448:             1             16  com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerDouble
2449:             1             16  com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerFloat
2450:             1             16  com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerInteger
2451:             1             16  com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerLong
2452:             1             16  com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerShort
2453:             1             16  info.ragozin.demo.TomcatRunner
2454:             1             16  java.io.FileDescriptor$1
2455:             1             16  java.lang.ApplicationShutdownHooks$1
2456:             1             16  java.lang.CharacterDataLatin1
2457:             1             16  java.lang.ClassValue$Identity
2458:             1             16  java.lang.ProcessEnvironment$StringKeySet
2459:             1             16  java.lang.Runtime
2460:             1             16  java.lang.String$CaseInsensitiveComparator
2461:             1             16  java.lang.System$2
2462:             1             16  java.lang.Terminator$1
2463:             1             16  java.lang.invoke.MemberName$Factory
2464:             1             16  java.lang.invoke.MethodHandleImpl$2
2465:             1             16  java.lang.invoke.MethodHandleImpl$3
2466:             1             16  java.lang.management.PlatformComponent$1
2467:             1             16  java.lang.management.PlatformComponent$10
2468:             1             16  java.lang.management.PlatformComponent$11
2469:             1             16  java.lang.management.PlatformComponent$12
2470:             1             16  java.lang.management.PlatformComponent$13
2471:             1             16  java.lang.management.PlatformComponent$14
2472:             1             16  java.lang.management.PlatformComponent$15
2473:             1             16  java.lang.management.PlatformComponent$2
2474:             1             16  java.lang.management.PlatformComponent$3
2475:             1             16  java.lang.management.PlatformComponent$4
2476:             1             16  java.lang.management.PlatformComponent$5
2477:             1             16  java.lang.management.PlatformComponent$6
2478:             1             16  java.lang.management.PlatformComponent$7
2479:             1             16  java.lang.management.PlatformComponent$8
2480:             1             16  java.lang.management.PlatformComponent$9
2481:             1             16  java.lang.ref.Reference$1
2482:             1             16  java.lang.ref.Reference$Lock
2483:             1             16  java.lang.reflect.Proxy$KeyFactory
2484:             1             16  java.lang.reflect.Proxy$ProxyClassFactory
2485:             1             16  java.lang.reflect.ReflectAccess
2486:             1             16  java.math.BigDecimal$1
2487:             1             16  java.net.InetAddress$2
2488:             1             16  java.net.URLClassLoader$7
2489:             1             16  java.nio.Bits$1
2490:             1             16  java.nio.Bits$1$1
2491:             1             16  java.nio.charset.CoderResult$1
2492:             1             16  java.nio.charset.CoderResult$2
2493:             1             16  java.nio.file.Files$AcceptAllFilter
2494:             1             16  java.security.ProtectionDomain$2
2495:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl
2496:             1             16  java.text.DontCareFieldPosition$1
2497:             1             16  java.text.MessageFormat$Field
2498:             1             16  java.util.Collections$EmptyEnumeration
2499:             1             16  java.util.Collections$EmptyIterator
2500:             1             16  java.util.Collections$EmptyList
2501:             1             16  java.util.Collections$EmptySet
2502:             1             16  java.util.Collections$ReverseComparator
2503:             1             16  java.util.Collections$SingletonSet
2504:             1             16  java.util.Collections$UnmodifiableCollection
2505:             1             16  java.util.Currency$CurrencyNameGetter
2506:             1             16  java.util.Hashtable$KeySet
2507:             1             16  java.util.Hashtable$ValueCollection
2508:             1             16  java.util.ResourceBundle$Control
2509:             1             16  java.util.Timer$1
2510:             1             16  java.util.TreeMap$KeySet
2511:             1             16  java.util.TreeSet
2512:             1             16  java.util.WeakHashMap$KeySet
2513:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy
2514:             1             16  java.util.jar.JavaUtilJarAccessImpl
2515:             1             16  java.util.logging.ErrorManager
2516:             1             16  java.util.logging.LoggingProxyImpl
2517:             1             16  java.util.logging.SimpleFormatter
2518:             1             16  java.util.regex.Pattern$4
2519:             1             16  java.util.regex.Pattern$LastNode
2520:             1             16  java.util.regex.Pattern$Node
2521:             1             16  java.util.zip.ZipFile$1
2522:             1             16  javax.management.JMX
2523:             1             16  javax.management.MBeanServerBuilder
2524:             1             16  javax.management.NotificationBroadcasterSupport$1
2525:             1             16  javax.persistence.Persistence$1
2526:             1             16  javax.persistence.spi.PersistenceProviderResolverHolder$PersistenceProviderResolverPerClassLoader$CachingPersistenceProviderResolver
2527:             1             16  javax.servlet.jsp.el.ImplicitObjectELResolver
2528:             1             16  javax.servlet.jsp.el.ScopedAttributeELResolver
2529:             1             16  javax.xml.bind.annotation.W3CDomHandler
2530:             1             16  javax.xml.datatype.SecuritySupport
2531:             1             16  javax.xml.parsers.SecuritySupport
2532:             1             16  javax.xml.transform.SecuritySupport
2533:             1             16  net.sf.ehcache.CacheStoreHelper
2534:             1             16  net.sf.ehcache.config.ElementValueComparatorConfiguration
2535:             1             16  net.sf.ehcache.config.generator.ConfigurationSource$InputStreamConfigurationSource
2536:             1             16  net.sf.ehcache.constructs.nonstop.CacheManagerExecutorServiceFactory
2537:             1             16  net.sf.ehcache.management.provider.MBeanRegistrationProviderFactoryImpl
2538:             1             16  net.sf.ehcache.pool.impl.UnboundedPool
2539:             1             16  net.sf.ehcache.pool.impl.UnboundedPool$UnboundedPoolAccessor
2540:             1             16  net.sf.ehcache.statistics.NullLiveCacheStatisticsData
2541:             1             16  net.sf.ehcache.store.DefaultElementValueComparator
2542:             1             16  net.sf.ehcache.store.LruPolicy
2543:             1             16  net.sf.ehcache.store.MemoryOnlyStore$BruteForceSearchManager
2544:             1             16  net.sf.ehcache.store.chm.SelectableConcurrentHashMap$DummyPinnedKey
2545:             1             16  net.sf.ehcache.store.chm.SelectableConcurrentHashMap$DummyPinnedValue
2546:             1             16  net.sf.ehcache.store.chm.SelectableConcurrentHashMap$PinnedKeySet
2547:             1             16  net.sf.ehcache.store.compound.ReadWriteSerializationCopyStrategy
2548:             1             16  net.sf.ehcache.terracotta.TerracottaClient$RejoinRequestHolder
2549:             1             16  net.sf.ehcache.terracotta.TerracottaClient$RejoinStatus
2550:             1             16  net.sf.ehcache.writer.writethrough.WriteThroughManager
2551:             1             16  org.apache.catalina.connector.CoyoteAdapter
2552:             1             16  org.apache.catalina.connector.Request$1
2553:             1             16  org.apache.catalina.connector.Request$2
2554:             1             16  org.apache.catalina.connector.Request$3
2555:             1             16  org.apache.catalina.connector.Request$4
2556:             1             16  org.apache.catalina.connector.Request$5
2557:             1             16  org.apache.catalina.connector.Request$6
2558:             1             16  org.apache.catalina.core.AccessLogAdapter
2559:             1             16  org.apache.catalina.core.ApplicationFilterFactory
2560:             1             16  org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessor
2561:             1             16  org.apache.catalina.core.StandardHost$MemoryLeakTrackingListener
2562:             1             16  org.apache.catalina.mbeans.MBeanFactory
2563:             1             16  org.apache.catalina.realm.X509SubjectDnRetriever
2564:             1             16  org.apache.catalina.startup.Tomcat$DefaultWebXmlListener
2565:             1             16  org.apache.catalina.util.CharsetMapper
2566:             1             16  org.apache.catalina.valves.AccessLogValve$1
2567:             1             16  org.apache.catalina.valves.AccessLogValve$2
2568:             1             16  org.apache.catalina.valves.AccessLogValve$ByteSentElement
2569:             1             16  org.apache.catalina.valves.AccessLogValve$HostElement
2570:             1             16  org.apache.catalina.valves.AccessLogValve$HttpStatusCodeElement
2571:             1             16  org.apache.catalina.valves.AccessLogValve$LogicalUserNameElement
2572:             1             16  org.apache.catalina.valves.AccessLogValve$RequestElement
2573:             1             16  org.apache.catalina.valves.AccessLogValve$UserElement
2574:             1             16  org.apache.commons.beanutils.expression.DefaultResolver
2575:             1             16  org.apache.el.lang.ELArithmetic$BigDecimalDelegate
2576:             1             16  org.apache.el.lang.ELArithmetic$BigIntegerDelegate
2577:             1             16  org.apache.el.lang.ELArithmetic$DoubleDelegate
2578:             1             16  org.apache.el.lang.ELArithmetic$LongDelegate
2579:             1             16  org.apache.jasper.compiler.ELInterpreterFactory$DefaultELInterpreter
2580:             1             16  org.apache.jasper.el.ELContextImpl$1
2581:             1             16  org.apache.juli.logging.LogFactory
2582:             1             16  org.apache.naming.resources.DirContextURLStreamHandlerFactory
2583:             1             16  org.apache.tomcat.util.buf.MessageBytes$MessageBytesFactory
2584:             1             16  org.apache.tomcat.util.buf.StringCache
2585:             1             16  org.apache.tomcat.util.compat.Jre8Compat
2586:             1             16  org.apache.tomcat.util.http.ServerCookie$1
2587:             1             16  org.apache.tomcat.util.http.parser.MediaTypeCache
2588:             1             16  org.apache.tomcat.util.net.DefaultServerSocketFactory
2589:             1             16  org.apache.tomcat.util.net.JIoEndpoint$AsyncTimeout
2590:             1             16  org.apache.tomcat.util.net.jsse.JSSEImplementation
2591:             1             16  org.apache.tomcat.util.security.MD5Encoder
2592:             1             16  org.apache.tomcat.util.threads.ThreadPoolExecutor$RejectHandler
2593:             1             16  org.aspectj.bridge.IMessage$Kind$1
2594:             1             16  org.aspectj.bridge.IMessageHandler$1
2595:             1             16  org.aspectj.util.FuzzyBoolean$MaybeFuzzyBoolean
2596:             1             16  org.aspectj.util.FuzzyBoolean$NeverFuzzyBoolean
2597:             1             16  org.aspectj.util.FuzzyBoolean$NoFuzzyBoolean
2598:             1             16  org.aspectj.util.FuzzyBoolean$YesFuzzyBoolean
2599:             1             16  org.aspectj.weaver.ResolvedType$FieldGetter
2600:             1             16  org.aspectj.weaver.ResolvedType$MethodGetter
2601:             1             16  org.aspectj.weaver.ResolvedType$MethodGetterIncludingItds
2602:             1             16  org.aspectj.weaver.ResolvedType$PointcutGetter
2603:             1             16  org.aspectj.weaver.patterns.Bindings
2604:             1             16  org.aspectj.weaver.reflect.ReflectionWorld$ExceptionBasedMessageHandler
